Date Time,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg),rain (mm),raining (s),SWDR (W/m²),PAR (µmol/m²/s),max. PAR (µmol/m²/s),Tlog (degC),CO2 (ppm)
14.09.2022 20:00:00,977.64,14.26,289.27,14.26,100,16.28,16.28,0,10.42,16.65,1177.51,0.93,2.09,359.7,0.6,600,0,0,0,20.94,431
14.09.2022 20:10:00,977.82,14.09,289.09,14.09,100,16.1,16.1,0,10.31,16.47,1178.5,1.68,3.36,18.37,0.3,600,0,0,0,20.87,429.6
14.09.2022 20:20:00,977.82,13.98,288.98,13.98,100,15.99,15.99,0,10.23,16.35,1179.01,2.48,4.16,21.93,0.2,600,0,0,0,20.78,429
14.09.2022 20:30:00,977.92,13.92,288.91,13.92,100,15.93,15.93,0,10.19,16.29,1179.4,2.03,2.68,24.27,0.5,600,0,0,0,20.67,429.5
14.09.2022 20:40:00,978,13.9,288.88,13.9,100,15.9,15.9,0,10.18,16.26,1179.59,2.02,2.84,27.13,0.4,600,0,0,0,20.56,430
14.09.2022 20:50:00,977.97,13.92,288.9,13.92,100,15.93,15.93,0,10.19,16.28,1179.46,1.33,2.04,22.94,0.8,600,0,0,0,20.48,431.2
14.09.2022 21:00:00,978.06,13.92,288.9,13.92,100,15.93,15.93,0,10.19,16.28,1179.57,0.52,1.33,4.75,0.2,600,0,0,0,20.43,431.1
14.09.2022 21:10:00,978.21,13.92,288.88,13.92,100,15.93,15.93,0,10.19,16.28,1179.75,0.94,1.75,63.78,0.2,600,0,0,0,20.42,430.8
14.09.2022 21:20:00,978.23,13.93,288.89,13.93,100,15.94,15.94,0,10.2,16.29,1179.73,0.64,1.31,170.2,0.6,600,0,0,0,20.45,431.1
14.09.2022 21:30:00,978.24,13.85,288.81,13.85,100,15.85,15.85,0,10.14,16.21,1180.11,1.19,2.65,340.9,0.3,460,0,0,0,20.48,429.5
14.09.2022 21:40:00,978.3,13.76,288.72,13.76,100,15.76,15.76,0,10.08,16.11,1180.6,0.76,1.63,261.8,0.4,600,0,0,0,20.49,428.4
14.09.2022 21:50:00,978.2,13.73,288.69,13.73,100,15.73,15.73,0,10.06,16.08,1180.61,0.79,1.87,106.7,0.8,600,0,0,0,20.48,428.3
14.09.2022 22:00:00,978.36,13.69,288.64,13.69,100,15.69,15.69,0,10.04,16.04,1180.99,1.21,1.86,256.1,0.5,380,0,0,0,20.47,429.3
14.09.2022 22:10:00,978.53,13.67,288.61,13.67,100,15.67,15.67,0,10.02,16.01,1181.29,0.89,1.51,245.7,0.3,520,0,0,0,20.45,430
14.09.2022 22:20:00,978.66,13.7,288.63,13.7,100,15.7,15.7,0,10.04,16.04,1181.31,0.76,2.04,11.18,0.2,600,0,0,0,20.44,429.1
14.09.2022 22:30:00,978.67,13.71,288.63,13.71,100,15.71,15.71,0,10.05,16.05,1181.28,1.2,2.13,42.67,0.2,600,0,0,0,20.42,429.1
14.09.2022 22:40:00,978.84,13.7,288.61,13.7,100,15.7,15.7,0,10.04,16.04,1181.53,0.49,1.6,41.43,0.1,600,0,0,0,20.4,429.5
14.09.2022 22:50:00,978.94,13.73,288.63,13.73,100,15.73,15.73,0,10.06,16.07,1181.51,0.59,1.69,109.5,0,600,0,0,0,20.38,429.1
14.09.2022 23:00:00,978.96,13.71,288.61,13.71,100,15.71,15.71,0,10.04,16.05,1181.63,0.9,1.83,264.5,0.1,450,0,0,0,20.39,429.9
14.09.2022 23:10:00,978.75,13.65,288.57,13.65,100,15.65,15.65,0,10.01,15.99,1181.65,1,1.69,42.53,0,310,0,0,0,20.4,428.6
14.09.2022 23:20:00,978.75,13.62,288.54,13.62,100,15.62,15.62,0,9.99,15.96,1181.79,0.88,1.34,15.61,0,150,0,0,0,20.4,429.2
14.09.2022 23:30:00,978.74,13.59,288.51,13.59,100,15.59,15.59,0,9.97,15.93,1181.91,0.71,1.53,4.88,0.1,450,0,0,0,20.39,429.6
14.09.2022 23:40:00,978.69,13.58,288.5,13.58,100,15.58,15.58,0,9.96,15.92,1181.9,0.74,1.57,119.9,0,210,0,0,0,20.41,430.4
14.09.2022 23:50:00,978.76,13.58,288.5,13.58,100,15.58,15.58,0,9.96,15.92,1181.98,0.68,1.73,52.43,0,150,0,0,0,20.44,429.9
15.09.2022 00:00:00,978.89,13.58,288.49,13.58,100,15.58,15.58,0,9.96,15.91,1182.14,1.02,1.95,262.7,0,0,0,0,0,20.48,430.6
15.09.2022 00:10:00,978.91,13.55,288.45,13.55,100,15.55,15.55,0,9.94,15.88,1182.3,0.56,1.08,79.12,0,0,0,0,0,20.52,430.9
15.09.2022 00:20:00,978.89,13.57,288.47,13.57,100,15.57,15.57,0,9.95,15.9,1182.19,0.99,1.39,200.5,0,0,0,0,0,20.57,431.7
15.09.2022 00:30:00,978.9,13.57,288.47,13.57,100,15.57,15.57,0,9.95,15.9,1182.2,0.82,1.01,258.3,0,0,0,0,0,20.63,432.1
15.09.2022 00:40:00,978.9,13.6,288.5,13.6,100,15.6,15.6,0,9.97,15.93,1182.06,0.54,0.82,280.8,0,0,0,0,0,20.68,433.4
15.09.2022 00:50:00,978.99,13.65,288.55,13.65,100,15.65,15.65,0,10,15.98,1181.94,0.74,1.19,281,0,0,0,0,0,20.73,432.5
15.09.2022 01:00:00,978.86,13.7,288.61,13.7,100,15.7,15.7,0,10.04,16.04,1181.55,0.88,1.27,225,0,0,0,0,0,20.78,434.7
15.09.2022 01:10:00,978.79,13.67,288.58,13.67,100,15.67,15.67,0,10.02,16.01,1181.61,1,1.62,216.4,0,0,0,0,0,20.83,441.5
15.09.2022 01:20:00,978.78,13.63,288.54,13.63,100,15.63,15.63,0,9.99,15.97,1181.78,0.91,1.44,318.1,0,0,0,0,0,20.87,436.8
15.09.2022 01:30:00,978.79,13.72,288.63,13.72,100,15.72,15.72,0,10.05,16.06,1181.38,0.85,1.44,335.7,0,0,0,0,0,20.89,437.2
15.09.2022 01:40:00,978.8,13.75,288.66,13.75,100,15.75,15.75,0,10.07,16.09,1181.25,0.87,1.8,270,0,0,0,0,0,20.9,435.3
15.09.2022 01:50:00,978.91,13.68,288.58,13.68,100,15.68,15.68,0,10.02,16.02,1181.71,1.03,1.91,291.5,0,0,0,0,0,20.91,431.8
15.09.2022 02:00:00,979.04,13.62,288.51,13.62,100,15.62,15.62,0,9.98,15.95,1182.14,1.09,2.21,297.2,0,0,0,0,0,20.92,432
15.09.2022 02:10:00,979,13.65,288.55,13.65,100,15.65,15.65,0,10,15.98,1181.95,0.6,1.59,345.3,0,0,0,0,0,20.93,432.6
15.09.2022 02:20:00,979.06,13.62,288.51,13.62,100,15.62,15.62,0,9.98,15.95,1182.16,0.64,1.35,354.1,0,0,0,0,0,20.94,431.9
15.09.2022 02:30:00,979.16,13.57,288.45,13.57,100,15.57,15.57,0,9.95,15.9,1182.51,0.76,1.99,7.65,0,0,0,0,0,20.95,430.3
15.09.2022 02:40:00,979.13,13.52,288.4,13.52,100,15.52,15.52,0,9.92,15.85,1182.71,1.59,2.57,337.2,0,0,0,0,0,20.95,428.5
15.09.2022 02:50:00,979.02,13.49,288.38,13.49,100,15.49,15.49,0,9.9,15.82,1182.71,0.87,1.7,332.4,0,0,0,0,0,20.94,428.7
15.09.2022 03:00:00,978.97,13.51,288.41,13.51,100,15.51,15.51,0,9.91,15.84,1182.56,0.81,1.4,332.3,0,0,0,0,0,20.92,429.5
15.09.2022 03:10:00,978.88,13.51,288.42,13.51,100,15.51,15.51,0,9.91,15.84,1182.45,0.63,1.24,236,0,0,0,0,0,20.92,429.6
15.09.2022 03:20:00,978.94,13.49,288.39,13.49,100,15.49,15.49,0,9.9,15.82,1182.61,0.75,1.13,244,0,0,0,0,0,20.92,429
15.09.2022 03:30:00,978.98,13.57,288.47,13.57,100,15.57,15.57,0,9.95,15.9,1182.3,0.62,1.45,341.9,0,0,0,0,0,20.92,428
15.09.2022 03:40:00,978.97,13.53,288.43,13.53,100,15.53,15.53,0,9.92,15.86,1182.47,0.54,1.11,328.1,0,0,0,0,0,20.93,427.3
15.09.2022 03:50:00,978.91,13.56,288.46,13.56,100,15.56,15.56,0,9.94,15.89,1182.26,0.42,1.14,13.65,0,0,0,0,0,20.93,427.4
15.09.2022 04:00:00,978.92,13.52,288.42,13.52,100,15.52,15.52,0,9.92,15.85,1182.45,0.54,0.89,280,0,0,0,0,0,20.94,427.1
15.09.2022 04:10:00,978.9,13.43,288.33,13.43,100,15.43,15.43,0,9.86,15.76,1182.84,0.32,0.55,254.1,0,0,0,0,0,20.95,427.8
15.09.2022 04:20:00,978.85,13.44,288.35,13.44,100,15.44,15.44,0,9.87,15.77,1182.73,0.68,1.01,10.22,0,0,0,0,0,20.96,426.2
15.09.2022 04:30:00,978.88,13.47,288.38,13.47,100,15.47,15.47,0,9.89,15.8,1182.63,0.42,0.73,323.9,0,0,0,0,0,20.96,426.1
15.09.2022 04:40:00,978.92,13.53,288.43,13.53,100,15.53,15.53,0,9.92,15.86,1182.41,0.37,0.67,268.1,0,0,0,0,0,20.94,428.4
15.09.2022 04:50:00,978.99,13.41,288.31,13.41,100,15.41,15.41,0,9.85,15.74,1183.04,0.72,1.02,228.6,0,0,0,0,0,20.94,428.2
15.09.2022 05:00:00,978.94,13.33,288.23,13.33,100,15.33,15.33,0,9.8,15.65,1183.35,0.7,1.17,222.5,0,0,0,0,0,20.95,435.8
15.09.2022 05:10:00,978.87,13.21,288.11,13.21,100,15.21,15.21,0,9.72,15.53,1183.81,0.6,1.17,230.7,0,0,0,0,0,20.97,435.8
15.09.2022 05:20:00,978.91,13.14,288.04,13.14,100,15.14,15.14,0,9.67,15.46,1184.18,0.63,1.2,257.8,0,0,0,0,0,20.97,431.3
15.09.2022 05:30:00,978.97,13.21,288.11,13.21,100,15.21,15.21,0,9.72,15.53,1183.94,1.13,2.21,262.4,0,0,0,0,0,20.95,429.8
15.09.2022 05:40:00,979.09,13.31,288.2,13.31,100,15.31,15.31,0,9.78,15.63,1183.62,1.26,2.05,247.1,0,0,0,0,1.26,20.93,430.1
15.09.2022 05:50:00,979.15,13.28,288.16,13.28,100,15.28,15.28,0,9.76,15.6,1183.83,1.04,1.95,246.2,0,0,0.4,2.1,3.53,20.89,431.2
15.09.2022 06:00:00,979.23,13.23,288.1,13.23,100,15.23,15.23,0,9.73,15.55,1184.16,1,2.05,252.8,0,0,1.33,3.64,4.15,20.85,431.3
15.09.2022 06:10:00,979.29,13.19,288.06,13.16,99.8,15.19,15.16,0.03,9.68,15.48,1184.43,1.07,2.51,324,0,0,4.99,10.89,21.24,20.82,431.7
15.09.2022 06:20:00,979.28,13.09,287.96,12.97,99.2,15.09,14.97,0.12,9.56,15.28,1184.92,1,3.25,295.4,0,0,10.41,22.21,28.75,20.79,430.1
15.09.2022 06:30:00,979.35,13.01,287.87,12.83,98.8,15.01,14.83,0.18,9.47,15.14,1185.4,0.97,3.46,281.3,0,0,19.13,40.43,57.77,20.73,428.2
15.09.2022 06:40:00,979.33,12.87,287.73,12.73,99.1,14.87,14.74,0.13,9.41,15.05,1186,1.09,2.19,234.9,0,0,32.94,69.73,83.69,20.67,427.6
15.09.2022 06:50:00,979.28,12.75,287.62,12.73,99.9,14.75,14.74,0.01,9.42,15.05,1186.43,1.21,2.18,210.9,0,0,44.96,95.3,99.86,20.62,427.7
15.09.2022 07:00:00,979.36,12.72,287.58,12.72,100,14.73,14.73,0,9.41,15.04,1186.66,1.92,2.82,238,0,0,49.17,103.6,112.95,20.57,428.2
15.09.2022 07:10:00,979.39,12.78,287.64,12.78,100,14.78,14.78,0,9.44,15.09,1186.42,1.52,2.27,240.3,0,0,61.31,125.85,137.42,20.51,429.3
15.09.2022 07:20:00,979.48,12.89,287.74,12.89,100,14.89,14.89,0,9.51,15.2,1186.03,1.03,1.75,249.8,0,0,61.66,127.11,137.34,20.48,429.4
15.09.2022 07:30:00,979.6,13.01,287.85,12.99,99.9,15.01,14.99,0.02,9.58,15.31,1185.63,0.87,2.15,167,0,0,52.76,110.68,123.72,20.49,429.5
15.09.2022 07:40:00,979.66,12.97,287.81,12.89,99.5,14.97,14.89,0.07,9.51,15.2,1185.91,1.5,2.4,252.3,0,0,52.93,111.72,120.54,20.53,428.1
15.09.2022 07:50:00,979.74,12.9,287.73,12.82,99.5,14.9,14.83,0.07,9.47,15.13,1186.33,1.74,2.81,252.7,0,0,66.24,137.93,144.52,20.57,427.3
15.09.2022 08:00:00,979.82,12.95,287.77,12.73,98.6,14.95,14.74,0.21,9.41,15.04,1186.26,1.39,2.46,258.2,0,0,59.19,124.95,134.49,20.58,426.6
15.09.2022 08:10:00,979.86,13.02,287.84,12.7,97.9,15.02,14.7,0.32,9.39,15,1186.04,1.35,2.4,247,0,0,67.36,141.6,168.79,20.59,425.9
15.09.2022 08:20:00,979.9,13.07,287.89,12.65,97.3,15.07,14.66,0.41,9.36,14.96,1185.9,1.73,3.31,241.7,0,0,78.68,164.23,177.28,20.6,424.5
15.09.2022 08:30:00,980.04,13.12,287.93,12.8,97.9,15.12,14.8,0.32,9.45,15.1,1185.8,1.06,2.53,246.3,0,0,74.86,158.66,173.33,20.63,424.3
15.09.2022 08:40:00,980.23,13.16,287.95,12.66,96.8,15.16,14.67,0.48,9.36,14.97,1185.92,1.7,2.8,250.6,0,0,96.04,204.07,248.79,20.67,423.8
15.09.2022 08:50:00,980.41,13.18,287.95,12.57,96.1,15.18,14.58,0.59,9.3,14.88,1186.1,1.88,3.19,260.5,0,0,120.99,256.5,263.49,20.7,422.6
15.09.2022 09:00:00,980.49,13.22,287.99,12.53,95.6,15.22,14.55,0.67,9.28,14.84,1186.05,1.86,4,260.5,0,0,119.51,252.76,272.53,20.72,422.7
15.09.2022 09:10:00,980.54,13.23,287.99,12.46,95.1,15.23,14.48,0.75,9.24,14.77,1186.1,2.11,3.6,263.7,0,0,146.73,307.6,336.6,20.75,422.7
15.09.2022 09:20:00,980.69,13.25,288,12.52,95.3,15.25,14.53,0.72,9.27,14.81,1186.17,2.22,4.35,263.2,0,0,106.74,219.01,345.61,20.78,422.8
15.09.2022 09:30:00,980.7,13.26,288.01,12.53,95.3,15.26,14.54,0.72,9.27,14.82,1186.14,1.68,3.21,250.1,0,0,171.52,349.96,433.31,20.8,422.3
15.09.2022 09:40:00,980.66,13.49,288.25,12.63,94.5,15.49,14.63,0.85,9.33,14.92,1185.1,1.11,1.8,249.3,0,0,240.78,478.56,576.91,20.87,420.6
15.09.2022 09:50:00,980.82,13.87,288.61,12.68,92.5,15.87,14.68,1.19,9.36,14.97,1183.7,1.12,2.9,294.2,0,0,206.48,416.83,567.98,21.03,420.2
15.09.2022 10:00:00,980.75,13.92,288.67,12.48,91,15.93,14.49,1.43,9.24,14.78,1183.5,2.1,3.78,232.5,0,0,458.24,899.62,1044.46,21.26,419.2
15.09.2022 10:10:00,980.77,14.36,289.11,12.59,89.1,16.39,14.6,1.79,9.31,14.89,1181.66,1.85,3.62,251.1,0,0,495.65,961.83,1071.17,21.58,418
15.09.2022 10:20:00,980.77,14.73,289.48,12.49,86.4,16.78,14.5,2.28,9.25,14.79,1180.19,2.2,3.38,258.5,0,0,457.49,888.47,1048.09,22.05,415.9
15.09.2022 10:30:00,980.79,14.96,289.71,12.39,84.6,17.03,14.41,2.62,9.19,14.69,1179.31,1.92,4.08,274.9,0,0,478.83,933.9,1097.36,22.52,414.5
15.09.2022 10:40:00,980.81,15.18,289.93,12.44,83.7,17.28,14.46,2.82,9.22,14.74,1178.41,1.61,4.39,254.8,0,0,480.28,938.99,1119.11,22.94,414.1
15.09.2022 10:50:00,980.76,15.37,290.13,12.13,81,17.49,14.17,3.32,9.03,14.44,1177.71,2.31,4.19,274,0,0,411.35,829.35,1052.13,23.32,413.7
15.09.2022 11:00:00,980.83,15.01,289.76,12.19,83.2,17.09,14.22,2.87,9.07,14.5,1179.24,2.21,3.65,250.1,0,0,329.39,676.91,829.97,23.63,412.9
15.09.2022 11:10:00,980.8,15.16,289.91,12.17,82.3,17.26,14.2,3.05,9.06,14.48,1178.6,1.36,2.7,256.5,0,0,472.74,935.33,1081.28,23.81,412.1
15.09.2022 11:20:00,980.71,15.67,290.43,12.23,79.99,17.83,14.26,3.57,9.1,14.54,1176.38,1.53,3.74,247.6,0,0,487.78,962.09,1057.83,24,411.4
15.09.2022 11:30:00,980.63,15.85,290.62,12.04,78.08,18.04,14.08,3.95,8.98,14.36,1175.63,2.25,4.05,252.4,0,0,576.34,1123.92,1319.43,24.26,411.2
15.09.2022 11:40:00,980.62,15.99,290.76,11.94,76.87,18.2,13.99,4.21,8.92,14.27,1175.09,1.82,3.71,281.7,0,0,302.32,603.3,996.72,24.54,410.9
15.09.2022 11:50:00,980.6,15.82,290.59,12.01,78.06,18,14.05,3.95,8.96,14.33,1175.73,1.57,2.78,266.9,0,0,197.14,403.55,495.85,24.78,410.9
15.09.2022 12:00:00,980.64,15.67,290.44,12.08,79.16,17.83,14.11,3.72,9,14.39,1176.36,1.69,3.21,244.2,0,0,255.53,518.69,556.66,24.89,410.6
15.09.2022 12:10:00,980.62,15.64,290.41,12.03,79.08,17.8,14.07,3.72,8.97,14.35,1176.48,1.79,3.06,230.2,0,0,235.18,477.27,568.35,24.92,410.2
15.09.2022 12:20:00,980.61,15.69,290.46,12.06,78.97,17.85,14.1,3.75,8.99,14.38,1176.25,1.82,3.31,226.8,0,0,182.57,376.62,458.48,24.91,409.9
15.09.2022 12:30:00,980.62,15.5,290.27,11.85,78.83,17.64,13.9,3.73,8.87,14.18,1177.13,2.44,3.74,243.8,0,0,150.83,311.14,374.9,24.86,410.6
15.09.2022 12:40:00,980.65,15.49,290.26,11.98,79.57,17.62,14.02,3.6,8.94,14.3,1177.15,1.71,3.67,242.1,0,0,152.88,314.06,389.93,24.75,410.3
15.09.2022 12:50:00,980.73,15.44,290.2,11.95,79.67,17.57,14,3.57,8.93,14.27,1177.46,2.51,4.26,246.7,0,0,191.99,393.5,571.87,24.63,410.7
15.09.2022 13:00:00,980.71,15.67,290.43,12.29,80.3,17.83,14.32,3.51,9.13,14.6,1176.36,1.68,3.25,213.5,0,0,405.58,805.26,1324.14,24.51,410.8
15.09.2022 13:10:00,980.64,16.23,291,12.44,78.24,18.48,14.46,4.02,9.22,14.74,1173.93,1.88,4.59,230.5,0,0,245.28,499.95,632.99,24.51,411.1
15.09.2022 13:20:00,980.59,16.04,290.82,12.01,76.95,18.26,14.05,4.21,8.96,14.33,1174.83,2.24,3.93,248.2,0,0,210.99,433.77,498.67,24.62,411.2
15.09.2022 13:30:00,980.63,16.09,290.86,11.92,76.3,18.32,13.97,4.34,8.91,14.25,1174.71,1.46,3.38,281.5,0,0,151.5,316.16,399.93,24.69,410.4
15.09.2022 13:40:00,980.62,15.88,290.65,11.31,74.23,18.07,13.41,4.66,8.55,13.68,1175.8,1.63,3.32,278.8,0,0,114.58,245.63,264.93,24.7,411.1
15.09.2022 13:50:00,980.64,15.83,290.6,11.57,75.79,18.01,13.65,4.36,8.71,13.92,1175.92,0.89,2.59,297.2,0,0,102.06,222.13,296.94,24.64,411.4
15.09.2022 14:00:00,980.76,15.72,290.48,11.76,77.3,17.89,13.83,4.06,8.82,14.1,1176.44,1.12,1.95,268.9,0,0,121.35,261.79,313.03,24.55,411.7
15.09.2022 14:10:00,980.85,15.62,290.37,11.83,78.14,17.77,13.89,3.89,8.85,14.16,1176.92,1.69,3.78,283.9,0,0,79.72,173.2,226.15,24.46,412.4
15.09.2022 14:20:00,980.93,15.42,290.16,11.85,79.26,17.55,13.91,3.64,8.87,14.18,1177.83,1.41,2.77,271.8,0,0,97.17,209.66,285.7,24.32,413.8
15.09.2022 14:30:00,980.94,15.39,290.13,11.91,79.73,17.51,13.96,3.55,8.9,14.23,1177.94,1.44,3.27,228,0,0,128.62,269.98,308.27,24.15,413.6
15.09.2022 14:40:00,980.95,15.43,290.17,11.94,79.65,17.56,13.98,3.57,8.92,14.26,1177.78,1.58,3.38,271.9,0,0,159.95,331.94,441.24,24.02,413.1
15.09.2022 14:50:00,980.84,15.63,290.38,11.62,77.01,17.78,13.7,4.09,8.73,13.96,1176.96,2.12,4.56,247,0,0,196.81,402.41,479.69,23.94,412.2
15.09.2022 15:00:00,980.76,15.71,290.47,11.03,73.66,17.88,13.17,4.71,8.39,13.43,1176.78,2.04,4.02,272.4,0,0,283.93,570.35,1040.61,23.89,411.4
15.09.2022 15:10:00,980.74,16.02,290.78,11.09,72.51,18.23,13.22,5.01,8.43,13.48,1175.47,2.31,4.68,267.2,0,0,262.63,530.1,689.79,23.88,411
15.09.2022 15:20:00,980.71,15.96,290.73,10.67,70.81,18.16,12.86,5.3,8.2,13.11,1175.84,2.81,5.34,275,0,0,251.75,500.3,858.82,23.92,410.9
15.09.2022 15:30:00,980.63,16.07,290.84,9.99,67.15,18.29,12.28,6.01,7.83,12.53,1175.56,2.96,5.82,273.1,0,0,316.01,623.77,910.44,23.94,409.7
15.09.2022 15:40:00,980.61,16.26,291.04,9.55,64.44,18.51,11.93,6.58,7.6,12.17,1174.92,1.85,3.52,260.4,0,0,288.61,573.01,687.12,23.94,408.8
15.09.2022 15:50:00,980.58,16.32,291.1,9.69,64.77,18.59,12.04,6.55,7.67,12.28,1174.59,1.9,3.46,250.5,0,0,234.05,470.89,620.74,24.01,408.2
15.09.2022 16:00:00,980.53,16.24,291.02,9.25,63.2,18.49,11.69,6.8,7.45,11.92,1175.02,2.91,5.08,263,0,0,222.16,448.55,776.67,24.12,409.1
15.09.2022 16:10:00,980.53,16.55,291.33,9.28,62.12,18.86,11.72,7.14,7.47,11.95,1173.75,2.51,5.16,272.1,0,0,356.98,687.12,800.6,24.18,409.1
15.09.2022 16:20:00,980.59,16.77,291.55,8.77,59.17,19.13,11.32,7.81,7.21,11.54,1173.11,2.38,4.51,263.6,0,0,309.45,595.34,630.31,24.29,409.4
15.09.2022 16:30:00,980.62,16.64,291.42,8.76,59.62,18.97,11.31,7.66,7.2,11.53,1173.68,2,5.75,271.2,0,0,235.59,457.95,567.49,24.46,409.7
15.09.2022 16:40:00,980.65,16.4,291.17,8.7,60.27,18.68,11.26,7.42,7.17,11.48,1174.71,2.19,4.68,263.3,0,0,163.27,335.42,502.63,24.64,409.8
15.09.2022 16:50:00,980.65,16.09,290.86,8.71,61.52,18.32,11.27,7.05,7.18,11.49,1175.96,2.65,4.17,253.5,0,0,219.57,418.88,452.49,24.73,409.8
15.09.2022 17:00:00,980.66,15.91,290.68,8.89,63,18.11,11.41,6.7,7.27,11.63,1176.65,1.8,3.52,249.5,0,0,185.17,351.31,382.65,24.76,409.8
15.09.2022 17:10:00,980.65,15.82,290.59,8.95,63.61,18,11.45,6.55,7.3,11.68,1176.98,1.45,3.22,247.1,0,0,111.13,228.28,320.41,24.79,410.1
15.09.2022 17:20:00,980.66,15.72,290.49,9,64.27,17.89,11.5,6.39,7.32,11.72,1177.38,1.25,2.53,255.4,0,0,141.14,266.18,290.79,24.82,410.2
15.09.2022 17:30:00,980.72,15.99,290.75,9.07,63.47,18.2,11.55,6.65,7.36,11.78,1176.33,1.41,2.8,261.4,0,0,109.08,198.4,229.76,24.82,409.5
15.09.2022 17:40:00,980.8,15.87,290.63,8.87,63.07,18.06,11.39,6.67,7.26,11.61,1176.98,1.98,3.4,260.6,0,0,55.82,121.68,181.51,24.8,409.1
15.09.2022 17:50:00,980.89,15.56,290.31,8.72,63.69,17.7,11.28,6.43,7.18,11.5,1178.41,1.74,3.25,259.9,0,0,43.09,91,107.5,24.65,408.9
15.09.2022 18:00:00,980.94,15.29,290.03,8.86,65.44,17.4,11.39,6.01,7.25,11.61,1179.52,1.87,2.87,254.9,0,0,28.6,63.5,81.46,24.39,409.2
15.09.2022 18:10:00,980.93,15.05,289.79,9.01,67.11,17.13,11.5,5.64,7.32,11.72,1180.44,2.03,3.25,253.2,0,0,11.73,35.36,44.3,24.07,409.7
15.09.2022 18:20:00,980.97,14.86,289.6,9.04,68.07,16.92,11.52,5.4,7.34,11.74,1181.26,2.12,2.75,260.9,0,0,6.92,20.85,27.72,23.7,410.2
15.09.2022 18:30:00,981.03,14.71,289.44,8.98,68.49,16.76,11.48,5.28,7.31,11.7,1181.96,2.21,3.3,258,0,0,2.26,10.3,13.94,23.3,410.4
15.09.2022 18:40:00,981.09,14.63,289.36,8.99,68.88,16.68,11.49,5.19,7.31,11.71,1182.36,2.07,2.94,255.3,0,0,0,4.38,7.24,22.93,410.9
15.09.2022 18:50:00,981.13,14.51,289.23,8.93,69.11,16.55,11.44,5.11,7.28,11.66,1182.93,1.55,2.62,261.6,0,0,0,1.12,2.19,22.6,411.5
15.09.2022 19:00:00,981.12,14.34,289.06,8.99,70.17,16.37,11.48,4.88,7.31,11.7,1183.59,1.75,2.72,253.5,0,0,0,0,0,22.29,412.4
15.09.2022 19:10:00,981.13,14.18,288.9,8.99,70.91,16.2,11.49,4.71,7.31,11.71,1184.26,1.98,2.81,253.7,0,0,0,0,0,22.02,413.4
15.09.2022 19:20:00,981.2,14.05,288.76,8.97,71.4,16.06,11.47,4.59,7.3,11.69,1184.89,2.31,2.96,254.5,0,0,0,0,0,21.77,413.9
15.09.2022 19:30:00,981.24,13.98,288.69,8.91,71.44,15.99,11.42,4.57,7.27,11.64,1185.25,2.25,2.97,251.9,0,0,0,0,0,21.54,414.1
15.09.2022 19:40:00,981.33,13.92,288.62,8.9,71.66,15.93,11.41,4.51,7.27,11.63,1185.61,1.3,1.96,257.7,0,0,0,0,0,21.33,414.7
15.09.2022 19:50:00,981.39,13.85,288.55,8.86,71.79,15.85,11.38,4.47,7.25,11.6,1185.99,0.98,1.77,253.8,0,0,0,0,0,21.17,414.8
15.09.2022 20:00:00,981.48,13.78,288.47,8.83,71.97,15.78,11.36,4.42,7.23,11.57,1186.4,1,1.71,246.1,0,0,0,0,0,21.05,415
15.09.2022 20:10:00,981.61,13.69,288.37,8.79,72.21,15.69,11.33,4.36,7.21,11.54,1186.94,1.29,1.8,249,0,0,0,0,0,20.93,414.8
15.09.2022 20:20:00,981.69,13.54,288.21,8.74,72.68,15.54,11.29,4.24,7.19,11.5,1187.68,1.34,1.89,249.8,0,0,0,0,0,20.8,414.8
15.09.2022 20:30:00,981.71,13.37,288.04,8.71,73.32,15.37,11.27,4.1,7.17,11.48,1188.42,1.86,2.33,250.5,0,0,0,0,0,20.64,415.1
15.09.2022 20:40:00,981.69,13.29,287.96,8.7,73.68,15.29,11.26,4.02,7.17,11.47,1188.73,2.05,2.81,252.2,0,0,0,0,0,20.47,415.3
15.09.2022 20:50:00,981.72,13.36,288.03,8.67,73.21,15.36,11.24,4.11,7.15,11.45,1188.48,2.25,3.33,255.5,0,0,0,0,0,20.32,415.2
15.09.2022 21:00:00,981.75,13.46,288.12,8.7,72.86,15.46,11.26,4.19,7.17,11.47,1188.1,1.87,2.79,257.2,0,0,0,0,0,20.17,415.3
15.09.2022 21:10:00,981.79,13.46,288.12,8.77,73.19,15.46,11.31,4.14,7.2,11.52,1188.12,1.96,2.84,249.4,0,0,0,0,0,19.99,416.2
15.09.2022 21:20:00,981.85,13.4,288.06,8.86,73.96,15.4,11.39,4.01,7.25,11.6,1188.41,1.15,2.62,247.2,0,0,0,0,0,19.86,417.6
15.09.2022 21:30:00,981.92,13.36,288.01,8.9,74.36,15.36,11.42,3.94,7.26,11.63,1188.64,0.99,2.81,244.6,0,0,0,0,0,19.78,418.2
15.09.2022 21:40:00,981.97,13.35,287.99,9.01,74.96,15.35,11.5,3.84,7.32,11.71,1188.71,0.84,2.53,260.3,0,0,0,0,0,19.72,419
